# >> Output from SampleProps2TaxaClusters.pl <<
# >> Input file for the list of clusters: Clusters-NL_Average_StopStep-91_Network_BasisCor_SparCC_GT0.2_pval0.01_FunGroups_Time0_Paenibacillus.txt
# >> Input file for samples to taxa matrix: composition_otu_matched.csv
# >> Identifiers of the clusters: 
# >> :  1 2 3 5 8 13 14 16 17 18 20 22 23 24 27 28 35 39 45
# >> Labels of the clusters: 
# >> :  Yellow Red Green Orange LightGreen OliveBrown Pink Black
# >> This output file: SamplePropsOFtaxaClus_Time0_NL_Average_StopStep-91_AbundMedian.dat
# >> Running at date:  (mm,dd,yy) 4, 3, 2021, and time: 1:6:13,
# >> Theoretical biology, ETH-Zürich, A.P-G.
#WARNING: Abundances values are LOG-transformed 
# 
Sample	C1	C2	C3	C5	C8	C13	C14	C16	C17	C18	C20	C22	C23	C24	C27	C28	C35	C39	C45	Total 
AE112	0.346573590279973	1.09861228866811	0	0.549306144334055	0	1.09861228866811	0	0	0	0	1.86883480914168	0	0	0	0	0	0	0.693147180559945	0	1
WYT10	0.693147180559945	5.38107458578682	3.13549421592915	0	0	1.6094379124341	0	1.38629436111989	0.693147180559945	4.03545304439391	1.70059869083108	0	1.94591014905531	0	3.17805383034795	0.346573590279973	0.693147180559945	2.99573227355399	0.693147180559945	1
BB67	0	3.38309585733017	0	0.549306144334055	0	2.56494935746154	0.693147180559945	1.38629436111989	0	1.03972077083992	2.29248373933529	0	1.09861228866811	1.38629436111989	0.693147180559945	0	0	1.09861228866811	0	1
PH04	1.77767403074471	3.29308582742734	0	1.58902691517397	0.346573590279973	0	1.38629436111989	1.6094379124341	0.693147180559945	4.47946296934747	2.13833305950803	0.693147180559945	1.6094379124341	0	1.09861228866811	0.346573590279973	0	2.484906649788	1.79175946922805	1
BWd06	0.346573590279973	2.97008562636022	0	0	0	0.693147180559945	0.693147180559945	2.63905732961526	0.693147180559945	3.43190169572648	2.19101331733694	0	0.693147180559945	0	1.09861228866811	0	0	2.19722457733622	0	1
SAC04	0.346573590279973	2.740319461671	0	0.346573590279973	0.346573590279973	0.693147180559945	0	2.07944154167984	0.693147180559945	2.19722457733622	4.19581498422045	1.38629436111989	1.38629436111989	1.38629436111989	1.09861228866811	0	0	4.65396035015752	0.693147180559945	1
BB45	0	2.59647842544511	0	0.80471895621705	0	0.693147180559945	0.693147180559945	1.09861228866811	2.30258509299405	1.09861228866811	5.09643409081175	0	1.38629436111989	0	0.693147180559945	1.99449202328214	0	3.2188758248682	0	1
WYC43	0	1.70059869083108	0	0.549306144334055	0	0	0	1.09861228866811	2.484906649788	0.895879734614027	2.484906649788	0	0	0	0	2.04717228111105	0	1.38629436111989	0.693147180559945	1
WP15	0	2.30258509299405	6.76849321164863	1.77767403074471	0	0.693147180559945	0	0	1.09861228866811	1.497866136777	5.3474702109401	0	0	0	0	0	1.38629436111989	1.38629436111989	1.6094379124341	1
WP09	0.549306144334055	3.7060801674726	1.38629436111989	0.346573590279973	0	0	5.4249500174814	1.09861228866811	1.79175946922805	1.09861228866811	3.00929660724812	0	0	0	0.693147180559945	0	6.68710860786651	0.693147180559945	0.693147180559945	1
