# >> Output from SampleProps2TaxaClusters.pl <<
# >> Input file for the list of clusters: Clusters-NL_Average_StopStep-91_Network_BasisCor_SparCC_GT0.2_pval0.01_FunGroups_Time0_Paenibacillus.txt
# >> Input file for samples to taxa matrix: composition_otu_matched.csv
# >> Identifiers of the clusters: 
# >> :  1 2 3 5 8 13 14 16 17 18 20 22 23 24 27 28 35 39 45
# >> Labels of the clusters: 
# >> :  Yellow Red Green Orange LightGreen OliveBrown Pink Black
# >> This output file: SamplePropsOFtaxaClus_Time0_NL_Average_StopStep-91_AbundMean.dat
# >> Running at date:  (mm,dd,yy) 4, 3, 2021, and time: 1:6:13,
# >> Theoretical biology, ETH-Zürich, A.P-G.
#WARNING: Abundances values are LOG-transformed 
# 
Sample	C1	C2	C3	C5	C8	C13	C14	C16	C17	C18	C20	C22	C23	C24	C27	C28	C35	C39	C45	Total 
AE112	0.346573590279973	1.42383470356232	0	0.621226662447	0	1.09861228866811	0.5364793041447	0.231049060186648	0.732408192445407	0.495886879382311	1.89923798760497	0	0.231049060186648	0	0.231049060186648	0.599473818199593	0.462098120373297	0.767528364331349	0	230.286652135017
WYT10	1.242453324894	5.05687320631253	2.48874251873849	0.173286795139986	0	1.55132011671917	0	3.06337922155289	1.15524530093324	4.12394918648194	1.42781006414012	0.767528364331349	2.04518829702725	0	2.17008611350772	0.447939867307014	0.597253156409352	2.31565866404514	1.03891405608144	277.172987438564
BB67	0	3.89688235833187	0.366204096222703	1.61261760553604	0.173286795139986	2.6748449572019	0.693147180559945	0.998577424517997	0.366204096222703	1.07846578520472	2.93145044785155	0	1.13373246055405	1.2904003369693	0.462098120373297	0	1.59304116437051	2.24327469016316	0.476029215739315	270.216057781456
PH04	2.43743836314852	3.56553262337478	0	1.60903759209236	0.519860385419959	0.231049060186648	1.54813029971379	3.31343384188628	2.45841859266992	4.22863355181604	1.96108936291495	0.597253156409352	1.13373246055405	0	1.42555537300535	0.346573590279973	0.231049060186648	3.46197123392681	2.94362418465688	308.796433714097
BWd06	0.575646273248511	3.35274115716968	0	0.173286795139986	0	0.767528364331349	0.693147180559945	2.12557564929954	0.462098120373297	3.52833300476418	2.17593717702951	0.366204096222703	0.597253156409352	0.366204096222703	1.13373246055405	0	0.5364793041447	1.8184403717859	0.924841528050325	230.520581036809
SAC04	0.447939867307014	3.42506461766445	1.8083166724938	0.693147180559945	0.346573590279973	0.924196240746594	0.462098120373297	1.826879641114	0.462098120373297	2.26856471512844	3.70512519726356	2.22146967345014	1.49244560482607	2.55743081854292	1.13373246055405	0	0	4.04704468145709	2.07484299541956	381.257353825533
BB45	0.173286795139986	3.17736873227134	0.231049060186648	1.35402510055111	0	0.462098120373297	0.462098120373297	2.15641677226526	2.39764474040527	1.08776182569686	4.39156924948738	0	1.11073483672507	0	0.597253156409352	2.17909296631915	0	3.40852368390175	0.476029215739315	325.474528962588
WYC43	0	1.76529999863102	0	0.823959216501082	0	0.231049060186648	0.366204096222703	1.56071040904141	1.656604433192	1.05935127678265	2.54458306222974	0	0.231049060186648	0	0.597253156409352	1.96388616947892	1.15524530093324	1.38629436111989	0.796564157592331	215.03757957377
WP15	0	3.1500944283383	5.76720962772727	2.18983868714155	0	0.767528364331349	0	0.462098120373297	1.42555537300535	1.47663129854094	4.06758432360719	0	0.231049060186648	0	0.5364793041447	0.946047408479565	1.97296461809105	1.05935127678265	2.24293649017833	335.860455603833
WP09	0.621226662447	4.06781831815442	0.924196240746594	0.447939867307014	0	0.231049060186648	4.22114895279192	0.828302216596	1.32966134885476	1.80458301551113	3.1811706949223	0	0.462098120373297	0	0.693147180559945	0.173286795139986	6.51502815847403	0.828302216596	0.741850978698602	279.113930672099
OWW15	0.693147180559945	4.79472374015994	0.963457252632055	0.173286795139986	0	0	0.924196240746594	1.63509159281281	1.01484081257447	3.63493689168326	1.78698972774706	0	0.597253156409352	0	0.732408192445407	0.274653072167027	0.366204096222703	0.597253156409352	1.63887192435	255.436684285662
WYM32	1.46305061994362	4.01190268377568	0.648636716351771	0.621226662447	1.44518587894808	0.366204096222703	0.462098120373297	4.33223043498923	1.05935127678265	3.64140693105299	2.54816899215018	0.231049060186648	2.72621292953023	0.366204096222703	2.89547650288718	0.677012550275553	0.963457252632055	5.04534935202315	1.52292203511558	324.21631929136
AE120	0.173286795139986	2.4388829156695	0	0.173286795139986	0	0.597253156409352	0.231049060186648	0	0.366204096222703	3.77104322072777	1.54462352451477	0	0.597253156409352	0	0.231049060186648	0.486477537263828	1.04516473864305	0.231049060186648	0.0990210257942779	203.424797504284
AE55	0.173286795139986	3.52417947862138	0.231049060186648	0.87412689036662	0.173286795139986	4.82267788036257	0	2.58080067393859	1.13373246055405	3.99799096053804	2.36550763330672	1.1945063128187	3.77532306147258	1.49993655677676	0.462098120373297	0.599473818199593	0.693147180559945	3.05378672991815	2.08278945476524	307.670739574915
BB74	0.173286795139986	1.80786799158242	0.231049060186648	0.794513457586986	0	0	4.28722716564497	0.828302216596	0.231049060186648	0.447939867307014	2.05910423276066	0	0.87968577653842	0.366204096222703	3.22786291046227	0.641237339365384	0	2.88390802812461	2.23084956290464	212.165112717753
WYT04	0.173286795139986	4.81478493319231	0.231049060186648	1.03972077083992	0.173286795139986	2.53629020973042	0	2.01341823709247	0.597253156409352	3.0259754389772	1.90066578623381	0	1.49993655677676	0	0.963457252632055	0.274653072167027	0	2.2805384921592	1.19585866874831	243.508254782242
HW01	0.621226662447	4.53985451109012	0	0.967800252726973	1.70059869083108	1.60676052186835	0.231049060186648	5.52782578853112	6.83070592410753	3.59240639549038	1.66547084567255	1.3647815207407	4.77476456575943	0.924196240746594	2.71051023686808	0.173286795139986	0	4.14913918092453	1.94222312822094	345.838333888515
WYT76	0	3.43421744417257	0	0.274653072167027	1.06916652975401	0	0.231049060186648	1.61734342130654	0.231049060186648	4.16082528128903	1.5578910085357	0	5.50258584781693	0	0.462098120373297	0.346573590279973	0	1.87826320105642	0.575050241533593	236.697247260878
WYC31	1.11933420361955	2.62631780847363	0.366204096222703	3.19783904505354	0	2.63366901733081	0	2.04518829702725	0.597253156409352	2.02261373584761	4.19594285866222	0.231049060186648	3.35486182429282	0.366204096222703	1.05935127678265	3.50159470518167	0	2.66912235599444	2.27741191347551	399.256126257018
WYM18	1.33438451992533	3.16142890493448	0	0.693147180559945	0	0.231049060186648	0.231049060186648	0.902683400367403	0	4.44567268107889	1.38158086437795	0	1.05935127678265	0	0.963457252632055	0.621226662447	0	2.57289516506616	0.598522106003775	217.100253560884
AE109	0	3.96712170473708	1.13373246055405	1.38235727187786	0.173286795139986	0.963457252632055	0.5364793041447	1.17545350820539	0.366204096222703	3.49457869155447	2.73151551629023	0	3.3914259191059	0	0.924196240746594	1.44977316361513	3.58505858707487	1.76275567689818	1.6694436234067	367.582019413381
WYT34	0.850299345415539	3.74003550007533	0	0.402359478108525	1.7424476674754	0	0	3.3325687425917	0.597253156409352	4.93747898199849	1.23720771799074	1.56071040904141	3.82410045584457	0	1.4522362755632	0	0.231049060186648	4.98387685165626	0.652049741638262	299.603829173052
HW11	0	4.57001977242666	0.462098120373297	0	0.447939867307014	0.597253156409352	0	2.0408309365048	4.54398594786892	4.40020618133635	1.57235615566875	0	2.2674649211081	0	0.597253156409352	0.173286795139986	0.231049060186648	1.56071040904141	0.674071267327871	273.012634401607
WYT50	3.1151302616682	4.55164234665254	0	0.519860385419959	0.967800252726973	0	0.231049060186648	2.10511933384078	0.648636716351771	4.17541674744601	1.88370914049519	0.462098120373297	2.69382501337902	0	2.10269948050318	0.447939867307014	0	5.11857452399842	0.898795591365474	295.024344535965
WYT80	0.519860385419959	2.91770803619215	0.231049060186648	0.519860385419959	0.173286795139986	0	0.828302216596	0.924196240746594	0	3.83887710348985	1.5105356521796	0	0.924196240746594	0	1.09861228866811	0.346573590279973	0	1.05935127678265	0.610952302716579	193.309852040436
BB33	0.621226662447	3.32495401122749	1.72349466501272	0.621226662447	0	0	3.66692187273037	0.231049060186648	1.1945063128187	3.1576343704424	2.13731608888196	0	0.462098120373297	0	2.35662470948619	1.14108704786696	1.13373246055405	1.24588987276112	0.923066882336245	226.516712304121
BB75	0.519860385419959	3.89441762297707	0.231049060186648	3.41153143982404	0	0	4.94283077799747	1.93403945845902	0.366204096222703	1.27389451082246	1.03753261251266	0	0.963457252632055	1.6424178950524	1.82548785064384	0.173286795139986	0	2.30124908586153	1.45082878302145	289.720181083068
BCW08	0.173286795139986	1.4840967101578	0.231049060186648	0.173286795139986	0	0.231049060186648	1.26139654463942	1.2762137988297	0	1.49745554358228	1.01801141688025	0.231049060186648	0.732408192445407	0	0.5364793041447	0	0	1.32966134885476	5.61934001514519	165.147528492913
BB12	1.19687293569551	4.63497327631974	0.693147180559945	0.693147180559945	0.549306144334055	0.597253156409352	0.231049060186648	2.74828646530375	2.22146967345014	3.81082723075119	2.21330342042117	0.732408192445407	0.963457252632055	1.8126931029744	0.998577424517997	0.447939867307014	0.462098120373297	2.17157089695751	1.38441613608159	361.09041103394
WYD07	0.823959216501082	4.85243325248146	0.231049060186648	0.447939867307014	0.866433975699932	0.597253156409352	0.366204096222703	2.1187025535653	1.656604433192	3.52414017076267	2.26095979192626	0.231049060186648	1.56071040904141	1.05935127678265	3.89833233016966	0.447939867307014	0	4.76424601076644	1.0238625538446	296.827120168451
BB90	0	4.77161621966553	0.366204096222703	1.31952866480763	0	0	0.231049060186648	0.366204096222703	0.5364793041447	0.993492032698183	3.23614037929754	0	0.462098120373297	2.36777402084204	0.597253156409352	1.46305061994362	0	0.597253156409352	1.40333735829383	226.699412965633
PH24	0.814524134505371	1.85725370133166	1.13373246055405	1.6935559715894	0	0	0.693147180559945	1.32966134885476	0	1.0797781482854	3.05316966827065	0	0.597253156409352	0	0.462098120373297	1.67115293191698	0.462098120373297	2.3633589452587	2.63590739185824	248.297152174932
WYT96	0.346573590279973	3.40289960005026	0.231049060186648	0.447939867307014	0	0.924196240746594	0.231049060186648	1.47693893294777	0.767528364331349	3.40182747244914	2.32685205634762	0.231049060186648	0	0.963457252632055	1.22962648470465	0.447939867307014	0.462098120373297	3.06433024454702	0.434931776817632	257.848378045155
PH01	0.447939867307014	3.56516641779631	0	0.173286795139986	0.173286795139986	0.828302216596	0.828302216596	1.70198182463353	1.24588987276112	4.44545773489258	1.96339877320362	0.231049060186648	0.5364793041447	0	0.998577424517997	0.794513457586986	0.231049060186648	1.5350567286627	1.62382042211316	290.312983152464
AE86	0.346573590279973	4.2875725095428	1.1945063128187	0.599473818199593	0.173286795139986	0	0	2.85785784161745	0.924196240746594	3.93648885495742	1.09224940859728	0.231049060186648	3.42187584530197	1.2904003369693	0.828302216596	0	0	1.81557912388877	0.709973328510857	232.57534228226
HW15	0.693147180559945	5.20457862141536	0.366204096222703	0.794513457586986	1.19687293569551	1.09861228866811	0.231049060186648	4.71953408867811	5.57844268628411	3.90786601464672	2.43382060732401	2.80792041554123	4.54399075374748	0	2.29923498104288	0.841823957496619	0	2.97368567271914	1.75663737789398	425.357306494873
WYM44	0.173286795139986	3.89089224875481	0	0	0.693147180559945	0	0.828302216596	0.231049060186648	0.924196240746594	2.09660112088489	2.06067123470389	0	2.2040136782777	0.828302216596	2.41283228029812	0.173286795139986	0	1.4391627045121	0.354986664255429	234.807118759212
WYM17	0.621226662447	3.63777209043316	0.366204096222703	0.967800252726973	0	0	0.462098120373297	0.231049060186648	0	3.44092936071117	2.41676338403303	0.231049060186648	3.27383932988963	0	2.23234474922216	1.91946587516955	0	0.87968577653842	0.851572191374753	247.971326224116
WiW05	3.10678350766001	4.3259358110308	0.366204096222703	0.794513457586986	0	0	0.366204096222703	1.46067554489129	0.828302216596	4.99534084586957	1.50497105078145	0.231049060186648	2.16407994500682	1.15524530093324	1.84314302917047	0.722592939474041	0	3.08235265163711	1.09362723497516	267.346120519811
BCW11	0.997246011641069	4.53048817691213	0.366204096222703	0	0.447939867307014	0.231049060186648	0	2.49702919784496	2.00538571989945	1.94864737872033	0.995414799744413	0.231049060186648	1.0729586082894	0.963457252632055	0.998577424517997	0.274653072167027	0.693147180559945	1.86860068876533	3.11872772967024	231.968775168516
AE167	0	1.48888100673911	1.13373246055405	0	0	0	0.231049060186648	1.05935127678265	0.366204096222703	3.33308121920222	1.11814040762908	0	0.924196240746594	0	1.11073483672507	0.519860385419959	0	2.51653638838484	1.1834284720355	184.166236099191
WYT73	4.50213625919652	3.20339957652862	0.597253156409352	0.346573590279973	0	0.231049060186648	0.462098120373297	1.13373246055405	1.05935127678265	3.76962249638717	1.35827837182844	1.44793514061789	1.59583058092735	0	4.80017631676289	0.693147180559945	0.462098120373297	4.53112216899438	1.20637464265449	277.791217742048
WiW48	0.346573590279973	4.67267144962101	0.231049060186648	0.934417404570842	0	0	0.366204096222703	1.77270666461474	0.828302216596	5.02443772425501	2.0494656259232	0	1.18511602049647	0.828302216596	1.22118721537655	0.519860385419959	0	2.41474250520112	1.1669266310181	257.680029287698
HW14	0.173286795139986	5.02825209305284	0	0.519860385419959	2.93798559136018	0.87968577653842	0	5.37100190640186	4.35129012698634	4.36273652182808	1.88855621605488	4.79536334150956	4.024393682731	0	2.33192205210162	0.346573590279973	0.231049060186648	4.73624704280137	2.23486693978705	401.445066602857
BB02	2.5371275013922	3.54457356761921	0.462098120373297	4.00657139465627	1.5819841959323	1.9012608248854	0.597253156409352	3.09297772114727	2.24127748027374	3.01240047881481	4.37381877907718	1.2904003369693	1.78236917690582	1.4391627045121	1.32966134885476	3.51912847419811	1.68328533574985	1.9012608248854	1.49731769736925	525.293991301506
AE135	0	2.2455986414569	1.22962648470465	2.60699484176648	0	0.366204096222703	0	1.14466240149505	0.597253156409352	2.29949464620208	2.81663640508369	0	0	0	0	0.621226662447	3.29251805683654	3.41298642960792	0.313889225333746	258.776014475321
WGP18	0.274653072167027	2.10131884466723	0.462098120373297	0.447939867307014	0	0	0.462098120373297	1.70798799313442	0.366204096222703	4.92072584207097	1.79025335504391	0.462098120373297	0.924196240746594	1.34178389691172	2.33916871431375	1.02358614055553	0.366204096222703	2.16407994500682	1.77584895793858	242.751519578399
WGP01	1.17053280678105	4.02778516059644	0.924196240746594	0.346573590279973	0	0.828302216596	4.95006049349853	1.41616508068312	0.231049060186648	1.534037183857	1.50622359771167	0.231049060186648	0.597253156409352	0.231049060186648	1.22962648470465	0.447939867307014	0	0.462098120373297	1.19899851256528	219.819680884889
BB20	0	1.53320022154675	0.924196240746594	0.659764332403815	0.173286795139986	0	0	0.693147180559945	0.366204096222703	3.97172913557817	1.44256299889951	0	2.0228085294147	0	2.27623735721389	0.486477537263828	0.231049060186648	1.84839248149319	1.54964986876509	185.545793804315
WYT14	3.19372008595862	4.97828353820069	0.597253156409352	0.173286795139986	0	0.597253156409352	0.597253156409352	4.40160679968141	2.58894684569517	3.97635673732802	1.67969830182187	0.231049060186648	2.13891076083744	0	1.98354751752924	0.447939867307014	0.231049060186648	3.96203842817553	1.42216154081257	327.855046354725
AE147	0.346573590279973	0.987391337686675	1.47693893294777	0.447939867307014	0	0.828302216596	0.828302216596	0.231049060186648	1.05935127678265	2.51881181315997	1.4672139533946	0	0	0	0.231049060186648	1.59923241380404	3.44095185527109	0.767528364331349	1.69990429576281	249.346308619562
WYT08	0.346573590279973	3.90374704570285	0.366204096222703	0.274653072167027	0.621226662447	0	0.231049060186648	1.61734342130654	0.767528364331349	4.66184870534031	1.44923382386637	0	0.732408192445407	0	0.462098120373297	0	0	1.52144939715595	0.78705547666114	198.880970650711
WiW25	4.028877076667	5.28111677988453	0.462098120373297	0.722592939474041	1.1358236955675	0	1.05935127678265	0.462098120373297	0.963457252632055	3.13033705769685	2.76565845470279	0.924196240746594	3.21834206441254	0.462098120373297	1.76610578884935	0.346573590279973	0	1.2904003369693	0.485885340237451	299.071972384919
