#OTU1	OTU2	corr	type
herbaspirillum.spp.	novispirillum.novospirillum.itersonii	0.211432935213304	1
acinetobacter.calcoaceticus	novispirillum.novospirillum.itersonii	0.202471584815332	1
herbaspirillum.rubrisubalbicans	novispirillum.novospirillum.itersonii	0.359261420610923	1
pseudomonas.putida	novispirillum.novospirillum.itersonii	0.213736332873239	1
caenimonas.spp.	acidovorax.facilis	0.213825529930297	1
rhizobium.sullae	acidovorax.facilis	0.205226326942674	1
sphingomonas.faeni	acidovorax.facilis	0.201052719173326	1
acidovorax.spp.	acidovorax.facilis	0.323301855996239	1
delftia.lacustris	acidovorax.facilis	0.294831664370026	1
agrobacterium.tumefaciens	acidovorax.facilis	0.24508679694389	1
comamonas.spp.	acidovorax.facilis	0.266665707199104	1
devosia.yakushimanensis	devosia.soli	0.406824370063881	1
acinetobacter.piperi	niabella.spp.	0.201221838669855	1
curtobacterium.flaccumfaciens	leucobacter.spp.	0.21401433249702	1
paucimonas.spp.	pseudomonas.pseudoalcaligenes	0.331122873643147	1
escherichia_shigella.spp.	pseudomonas.pseudoalcaligenes	-0.270419529839777	-1
leptothrix.spp.	pseudomonas.pseudoalcaligenes	0.241842011655289	1
pseudomonas.lutea	pseudomonas.pseudoalcaligenes	-0.1942842302998	-1
pantoea.agglomerans	pseudomonas.pseudoalcaligenes	-0.232152383832218	-1
herbaspirillum.spp.	pseudomonas.pseudoalcaligenes	0.406832070271954	1
phenylobacterium.spp.	pseudomonas.pseudoalcaligenes	0.417723796122792	1
massilia.timonae	pseudomonas.pseudoalcaligenes	0.424921675501143	1
stenotrophomonas.maltophilia	pseudomonas.pseudoalcaligenes	0.335709145316317	1
acinetobacter.johnsonii	pseudomonas.pseudoalcaligenes	0.348413628124105	1
vogesella.spp.	pseudomonas.pseudoalcaligenes	0.213616931573596	1
pseudomonas.balearica	pseudomonas.pseudoalcaligenes	0.364065973941379	1
acinetobacter.calcoaceticus	pseudomonas.pseudoalcaligenes	0.349006019722419	1
herbaspirillum.rubrisubalbicans	pseudomonas.pseudoalcaligenes	0.277173906033522	1
acidovorax.spp.	pseudomonas.pseudoalcaligenes	0.253307426807569	1
acinetobacter.towneri	pseudomonas.pseudoalcaligenes	0.212522019562858	1
pseudomonas.putida	pseudomonas.pseudoalcaligenes	0.209258688069599	1
pleomorphomonas.spp.	pseudomonas.pseudoalcaligenes	0.235505077555301	1
nocardioides.spp.	pseudomonas.pseudoalcaligenes	0.215984239344324	1
delftia.lacustris	pseudomonas.pseudoalcaligenes	0.223991653082073	1
corynebacteriales.spp.	pseudomonas.pseudoalcaligenes	0.297549389730569	1
brevundimonas.aurantiaca	pseudomonas.pseudoalcaligenes	0.424960821847662	1
erwinia.persicina	pseudomonas.pseudoalcaligenes	-0.209727502949035	-1
serratia.fonticola	pseudomonas.pseudoalcaligenes	-0.232411876550265	-1
novispirillum.novospirillum.itersonii	pseudomonas.pseudoalcaligenes	0.196398360541997	1
leptothrix.spp.	aquabacterium.spp.	0.228480944243486	1
pantoea.agglomerans	aquabacterium.spp.	-0.201070956574186	-1
herbaspirillum.spp.	aquabacterium.spp.	0.305724111851126	1
phenylobacterium.spp.	aquabacterium.spp.	0.348491643644682	1
massilia.timonae	aquabacterium.spp.	0.305470340849614	1
stenotrophomonas.maltophilia	aquabacterium.spp.	0.271778776429192	1
acinetobacter.johnsonii	aquabacterium.spp.	0.242671234738056	1
vogesella.spp.	aquabacterium.spp.	0.250170034136313	1
pseudomonas.balearica	aquabacterium.spp.	0.282097236944736	1
acinetobacter.calcoaceticus	aquabacterium.spp.	0.241465408442858	1
acidovorax.spp.	aquabacterium.spp.	0.276595273446414	1
pleomorphomonas.spp.	aquabacterium.spp.	0.218904636503624	1
nocardioides.spp.	aquabacterium.spp.	0.190821612205296	1
delftia.lacustris	aquabacterium.spp.	0.257340427697512	1
corynebacteriales.spp.	aquabacterium.spp.	0.266081608579354	1
brevundimonas.aurantiaca	aquabacterium.spp.	0.323197717290457	1
pseudomonas.pseudoalcaligenes	aquabacterium.spp.	0.315764984205664	1
burkholderia.sediminicola	burkholderia.sordidicola	0.295419747424495	1
arthrobacter.spp.	arthrobacter.sulfureus	0.26170673599458	1
arthrobacter.protophormiae	arthrobacter.sulfureus	0.306798376497679	1
arthrobacter.sp.	arthrobacter.sulfureus	0.33369867441621	1
pedobacter.cryoconitis	mucilaginibacter.spp.	0.226223623793867	1
phenylobacterium.spp.	limnohabitans.curvus	0.253081593596556	1
pseudomonas.balearica	limnohabitans.curvus	0.2001472595357	1
acinetobacter.piperi	pedobacter.insulae	0.218946630847653	1
pedobacter.cryoconitis	pedobacter.insulae	0.20104837694279	1
pedobacter.steynii	pedobacter.insulae	0.38554312795249	1
paenibacillus.favisporus	paenibacillus.xylanilyticus	0.534282876984008	1
paenibacillus.borealis	paenibacillus.xylanilyticus	0.252541734217761	1
paenibacillus.wynnii	paenibacillus.xylanilyticus	0.275270342121611	1
paenibacillus.lautus	paenibacillus.xylanilyticus	0.205956194830433	1
pedobacter.wanjuense	pedobacter.rhizospharae	0.29225709768483	1
streptomyces.viridochromogenes	streptomyces.sanglieri	0.349850774532187	1
streptomyces.xanthochromogenes	streptomyces.sanglieri	0.316526976254819	1
paucimonas.spp.	pseudomonas.trivialis	0.206029593219909	1
pseudomonas.rhizosphaerae	pseudomonas.trivialis	0.319644452915646	1
pseudomonas.marincola	pseudomonas.trivialis	0.243484466467236	1
pseudomonas.vranovensis	pseudomonas.trivialis	0.310823254634926	1
pseudomonas.plecoglossicida	pseudomonas.trivialis	0.341339816966646	1
pseudomonas.tolaasii	pseudomonas.trivialis	0.536946974457035	1
pseudomonas.thivervalensis	pseudomonas.trivialis	0.551698873842012	1
herbaspirillum.rubrisubalbicans	pseudomonas.trivialis	0.213441176464297	1
pseudomonas.putida	pseudomonas.trivialis	0.554402140369284	1
pseudomonas.veronii	pseudomonas.trivialis	0.700034323329285	1
pseudomonas.migulae	pseudomonas.trivialis	0.699102623838388	1
pseudomonas.luteola	pseudomonas.trivialis	0.25215107012972	1
sphingomonas.oligophenolica	sphingomonas.spp.	0.29614898563788	1
phenylobacterium.spp.	sphingomonas.spp.	0.230345061729399	1
